40 25.333333333333332
40 26.666666666666668
40 25.866666666666667
40 26.133333333333333
40 24.8
80 25.6
40 23.466666666666665
80 25.333333333333332
80 24.90066225165563
80 23.733333333333334
80 24.8
80 28.533333333333335
80 24.966442953020135
80 25.6
80 25.066666666666666
80 28.0
80 26.845637583892618
80 27.2
80 28.533333333333335
80 30.335570469798657
80 30.933333333333334
80 28.874172185430464
80 24.266666666666666
80 28.533333333333335
80 27.651006711409394
80 30.87248322147651
80 27.28476821192053
80 27.651006711409394
80 28.8
120 30.0
120 30.4635761589404
80 23.733333333333334
120 29.066666666666666
80 28.8
120 28.60927152317881
80 24.324324324324323
80 27.549668874172184
120 29.333333333333332
120 27.91946308724832
80 30.87248322147651
80 31.409395973154364
120 30.27027027027027
80 29.798657718120804
220 31.409395973154364
120 29.019607843137255
80 27.91946308724832
80 27.2972972972973
80 28.235294117647058
120 28.187919463087248
120 32.0
80 28.8
80 29.530201342281877
80 29.530201342281877
120 31.08108108108108
80 27.28476821192053
120 35.13513513513514
80 29.45945945945946
80 29.387755102040817
120 28.91891891891892
120 32.432432432432435
80 27.56756756756757
80 29.387755102040817
80 33.86666666666667
80 31.2
80 29.261744966442954
120 32.266666666666666
180 32.027027027027025
120 30.81081081081081
120 32.41830065359477
80 30.198675496688743
120 31.788079470198674
120 31.2
120 33.11258278145695
240 32.53333333333333
120 33.02013422818792
80 28.993288590604028
120 33.6
80 33.86666666666667
160 31.409395973154364
80 34.437086092715234
120 36.266666666666666
80 31.677852348993287
120 32.0
80 30.728476821192054
120 31.946308724832214
80 32.0
80 32.432432432432435
80 30.133333333333333
120 32.05298013245033
80 29.333333333333332
80 33.90728476821192
80 30.99337748344371
120 34.09395973154363
120 33.06666666666667
220 32.450331125827816
120 33.288590604026844
120 32.16216216216216
120 33.86666666666667
120 30.87248322147651
120 32.8
120 31.946308724832214
120 29.6
120 33.90728476821192
80 30.604026845637584
80 35.46666666666667
80 33.06666666666667
120 32.214765100671144
120 33.288590604026844
80 30.604026845637584
120 33.86666666666667
80 32.75167785234899
80 36.29139072847682
120 32.36842105263158
80 30.604026845637584
80 33.288590604026844
80 32.89473684210526
80 32.972972972972975
80 35.2
120 33.86666666666667
120 30.335570469798657
120 36.75675675675676
180 32.666666666666664
80 31.89189189189189
120 31.788079470198674
120 33.86666666666667
80 31.409395973154364
80 28.993288590604028
80 35.91836734693877
80 31.409395973154364
120 29.6
80 33.513513513513516
120 33.557046979865774
80 33.24324324324324
80 34.4
80 32.8
80 30.87248322147651
120 33.86666666666667
160 37.31543624161074
80 33.333333333333336
180 36.158940397350996
80 34.93333333333333
80 32.53333333333333
80 34.4
80 38.41059602649007
80 33.06666666666667
80 32.214765100671144
80 31.62162162162162
80 31.140939597315437
80 29.6
80 37.086092715231786
80 33.333333333333336
120 30.99337748344371
120 34.4
120 33.288590604026844
80 33.8255033557047
80 34.01360544217687
120 35.4054054054054
80 36.19047619047619
80 32.317880794701985
80 32.0
120 32.0
180 32.88590604026846
120 31.842105263157894
120 35.2
